 ros2 run motor_control_ros2 delta_arm_manager_node

[INFO] [1783232066.814016293] [delta_arm_manager]: 配置加载完成: kp=0.75 kd=0.25 max_vel=10.00 max_accel=50.0 p_gain=25.0 landing_torque=-0.00 gravity_comp=0.800 tilt=[arm_tilt_motor down=1.600]
[INFO] [1783232066.815448319] [delta_arm_manager]: delta_arm_manager 启动，控制频率 200.0 Hz，电机: [arm_delta_motor_1,arm_delta_motor_2, arm_delta_motor_3]
[INFO] [1783232066.815467448] [delta_arm_manager]: 状态：初始化 → 进入软着陆流程
[INFO] [1783232066.818210621] [delta_arm_manager]: 俯仰零点锁定：原始角 0.421 rad，此后 ready=0.000 down=1.600 均为相对角
[INFO] [1783232066.820538786] [delta_arm_manager]: 初始化 → 软着陆：施加向下力矩 -0.00 Nm，阻尼 kd=0.050
[INFO] [1783232066.820586777] [delta_arm_manager]: LANDING_CSV,t,cmd_tq,landing_kd,m1_pos,m1_vel,m2_pos,m2_vel,m3_pos,m3_vel,tilt_pos,tilt_vel
[INFO] [1783232098.134398768] [delta_arm_manager]: RETRACT_CSV,0.1350,0.9519,1.2776,-0.3257,-10.800,-6.937,0.9519,1.2886,-0.3368,-10.800,-6.933,0.9519,1.2863,-0.3344,-10.800,-7.026,0.3780,0.2543,3.501
[INFO] [1783232098.139398766] [delta_arm_manager]: RETRACT_CSV,0.1400,0.8959,1.2776,-0.3817,-11.200,-6.937,0.8959,1.2886,-0.3928,-11.200,-6.933,0.8959,1.2863,-0.3904,-11.200,-7.026,0.4060,0.2543,3.501
[INFO] [1783232098.144445615] [delta_arm_manager]: RETRACT_CSV,0.1450,0.8379,1.1435,-0.3057,-11.600,-8.111,0.8379,1.1546,-0.3167,-11.600,-8.158,0.8379,1.1527,-0.3148,-11.600,-8.336,0.4350,0.3222,4.052
[INFO] [1783232098.149369596] [delta_arm_manager]: RETRACT_CSV,0.1499,0.7779,1.1435,-0.3657,-12.000,-8.111,0.7779,1.1546,-0.3767,-12.000,-8.158,0.7779,1.1527,-0.3748,-12.000,-8.336,0.4650,0.3222,4.052
[INFO] [1783232098.154336887] [delta_arm_manager]: RETRACT_CSV,0.1549,0.7179,1.1435,-0.4257,-12.000,-8.111,0.7179,1.1546,-0.4367,-12.000,-8.158,0.7179,1.1527,-0.4348,-12.000,-8.336,0.4950,0.3222,4.052
[INFO] [1783232098.159315154] [delta_arm_manager]: RETRACT_CSV,0.1599,0.6579,0.9932,-0.3353,-12.000,-9.224,0.6579,1.0045,-0.3467,-12.000,-8.767,0.6579,1.0027,-0.3448,-12.000,-9.286,0.5250,0.3985,4.517
[INFO] [1783232098.164316768] [delta_arm_manager]: RETRACT_CSV,0.1649,0.5979,0.9932,-0.3953,-12.000,-9.224,0.5979,1.0045,-0.4067,-12.000,-8.767,0.5979,1.0027,-0.4048,-12.000,-9.286,0.5550,0.3985,4.517
[INFO] [1783232098.169348192] [delta_arm_manager]: RETRACT_CSV,0.1699,0.5379,0.9932,-0.4553,-12.000,-9.224,0.5379,1.0045,-0.4667,-12.000,-8.767,0.5379,1.0027,-0.4648,-12.000,-9.286,0.5850,0.3985,4.517
[INFO] [1783232098.174339892] [delta_arm_manager]: RETRACT_CSV,0.1749,0.4779,0.9932,-0.5153,-12.000,-9.224,0.4779,1.0045,-0.5267,-12.000,-8.767,0.4779,1.0027,-0.5248,-12.000,-9.286,0.6150,0.3985,4.517
[INFO] [1783232098.179313924] [delta_arm_manager]: RETRACT_CSV,0.1799,0.4182,0.8104,-0.3922,-11.947,-11.303,0.4182,0.8236,-0.4054,-11.947,-10.492,0.4182,0.8203,-0.4022,-11.947,-10.872,0.6450,0.4918,5.265
[INFO] [1783232098.184303312] [delta_arm_manager]: RETRACT_CSV,0.1849,0.3604,0.8104,-0.4500,-11.547,-11.303,0.3604,0.8236,-0.4632,-11.547,-10.492,0.3604,0.8203,-0.4599,-11.547,-10.872,0.6750,0.4918,5.265
[INFO] [1783232098.189306597] [delta_arm_manager]: RETRACT_CSV,0.1899,0.3047,0.8104,-0.5057,-11.147,-11.303,0.3047,0.8236,-0.5189,-11.147,-10.492,0.3047,0.8203,-0.5156,-11.147,-10.872,0.7050,0.4918,5.265
[INFO] [1783232098.194335070] [delta_arm_manager]: RETRACT_CSV,0.1949,0.2509,0.6155,-0.3646,-10.747,-11.973,0.2509,0.6274,-0.3765,-10.747,-11.384,0.2509,0.6238,-0.3729,-10.747,-11.845,0.7350,0.5895,5.940
[INFO] [1783232098.199310426] [delta_arm_manager]: RETRACT_CSV,0.1999,0.1992,0.6155,-0.4163,-10.347,-11.973,0.1992,0.6274,-0.4282,-10.347,-11.384,0.1992,0.6238,-0.4246,-10.347,-11.845,0.7650,0.5895,5.940
[INFO] [1783232098.204327926] [delta_arm_manager]: RETRACT_CSV,0.2049,0.1495,0.6155,-0.4661,-9.947,-11.973,0.1495,0.6274,-0.4780,-9.947,-11.384,0.1495,0.6238,-0.4744,-9.947,-11.845,0.7950,0.5895,5.940
[INFO] [1783232098.209300943] [delta_arm_manager]: RETRACT_CSV,0.2099,0.1017,0.4191,-0.3174,-9.547,-12.179,0.1017,0.4263,-0.3245,-9.547,-11.706,0.1017,0.4264,-0.3247,-9.547,-12.264,0.8250,0.6850,5.773
[INFO] [1783232098.214323277] [delta_arm_manager]: RETRACT_CSV,0.2149,0.0560,0.4191,-0.3631,-9.147,-12.179,0.0560,0.4263,-0.3703,-9.147,-11.706,0.0560,0.4264,-0.3704,-9.147,-12.264,0.8550,0.6850,5.773
[INFO] [1783232098.219298743] [delta_arm_manager]: RETRACT_CSV,0.2199,0.0123,0.4191,-0.4068,-8.747,-12.179,0.0123,0.4263,-0.4140,-8.747,-11.706,0.0123,0.4264,-0.4142,-8.747,-12.264,0.8850,0.6850,5.773
[INFO] [1783232098.224301511] [delta_arm_manager]: RETRACT_CSV,0.2249,0.0000,0.2288,-0.2288,0.000,-11.399,0.0000,0.2320,-0.2320,0.000,-10.872,0.0000,0.2363,-0.2363,0.000,-10.841,0.9150,0.7809,5.494
[INFO] [1783232098.229309024] [delta_arm_manager]: RETRACT_CSV,0.2299,0.0000,0.2288,-0.2288,0.000,-11.399,0.0000,0.2320,-0.2320,0.000,-10.872,0.0000,0.2363,-0.2363,0.000,-10.841,0.9450,0.7809,5.494
[INFO] [1783232098.234316594] [delta_arm_manager]: RETRACT_CSV,0.2349,0.0000,0.2288,-0.2288,0.000,-11.399,0.0000,0.2320,-0.2320,0.000,-10.872,0.0000,0.2363,-0.2363,0.000,-10.841,0.9750,0.7809,5.494
[INFO] [1783232098.239300128] [delta_arm_manager]: RETRACT_CSV,0.2399,0.0000,0.0628,-0.0628,0.000,-9.973,0.0000,0.0610,-0.0610,0.000,-10.546,0.0000,0.0708,-0.0708,0.000,-9.880,1.0050,0.8761,5.688
[INFO] [1783232098.244292420] [delta_arm_manager]: RETRACT_CSV,0.2448,0.0000,0.0628,-0.0628,0.000,-9.973,0.0000,0.0610,-0.0610,0.000,-10.546,0.0000,0.0708,-0.0708,0.000,-9.880,1.0350,0.8761,5.688
[INFO] [1783232098.249330074] [delta_arm_manager]: RETRACT_CSV,0.2499,0.0000,0.0628,-0.0628,0.000,-9.973,0.0000,0.0610,-0.0610,0.000,-10.546,0.0000,0.0708,-0.0708,0.000,-9.880,1.0650,0.8761,5.688
[INFO] [1783232098.254367571] [delta_arm_manager]: RETRACT_CSV,0.2549,0.0000,0.0628,-0.0628,0.000,-9.973,0.0000,0.0610,-0.0610,0.000,-10.546,0.0000,0.0708,-0.0708,0.000,-9.880,1.0950,0.8761,5.688
[INFO] [1783232098.259315436] [delta_arm_manager]: RETRACT_CSV,0.2599,0.0000,-0.0221,0.0221,0.000,-0.097,0.0000,-0.0631,0.0631,0.000,-4.312,0.0000,-0.0357,0.0357,0.000,0.911,1.1250,0.9735,5.339
[INFO] [1783232098.264346420] [delta_arm_manager]: RETRACT_CSV,0.2649,0.0000,-0.0221,0.0221,0.000,-0.097,0.0000,-0.0631,0.0631,0.000,-4.312,0.0000,-0.0357,0.0357,0.000,0.911,1.1550,0.9735,5.339
[INFO] [1783232098.269294888] [delta_arm_manager]: RETRACT_CSV,0.2699,0.0000,-0.0221,0.0221,0.000,-0.097,0.0000,-0.0631,0.0631,0.000,-4.312,0.0000,-0.0357,0.0357,0.000,0.911,1.1850,0.9735,5.339
[INFO] [1783232098.274282854] [delta_arm_manager]: RETRACT_CSV,0.2748,0.0000,-0.0057,0.0057,0.000,0.322,0.0000,-0.0402,0.0402,0.000,1.136,0.0000,-0.0164,0.0164,0.000,0.461,1.2150,1.0683,5.707
[INFO] [1783232098.274335420] [delta_arm_manager]: 快速收拍 → 俯仰下压：已回零=是 耗时=0.275 s
[INFO] [1783232098.369313515] [delta_arm_manager]: 俯仰下压 → 等待击球：俯仰到位=是 耗时=0.095 s 击球延迟=0.350 s 模型时间=0.560 s
[INFO] [1783232098.379381171] [delta_arm_manager]: 已触发 /serve/trigger，等待 0.050 s 后恢复就绪
[INFO] [1783232098.444228206] [delta_arm_manager]: 发布 /delta_arm/ready: READY
[INFO] [1783232111.023914486] [delta_arm_manager]: 就绪 → 上抛：目标增量 [1.400, 1.400, 1.400] rad，估算高度 0.384 m，下落时间 0.560 s
[INFO] [1783232111.344167747] [delta_arm_manager]: 三路撞停顶部限位对齐 → 快速收拍
[INFO] [1783232111.344248938] [delta_arm_manager]: 进入快速收拍：三路电机回零点，估算高度 0.384 m，下落时间 0.560 s
[INFO] [1783232111.344289522] [delta_arm_manager]: RETRACT_CSV,t,m1_pd,m1_ad,m1_terr,m1_pv,m1_av,m2_pd,m2_ad,m2_terr,m2_pv,m2_av,m3_pd,m3_ad,m3_terr,m3_pv,m3_av,tilt_cmd,tilt_pos,tilt_vel
[INFO] [1783232111.349097358] [delta_arm_manager]: RETRACT_CSV,0.0048,1.7111,1.6897,0.0214,-0.400,0.124,1.7111,1.7131,-0.0020,-0.400,-0.112,1.7111,1.7130,-0.0019,-0.400,-0.244,0.0010,0.1042,-0.093
[INFO] [1783232111.354107546] [delta_arm_manager]: RETRACT_CSV,0.0099,1.7071,1.6897,0.0174,-0.800,0.124,1.7071,1.7131,-0.0060,-0.800,-0.112,1.7071,1.7130,-0.0059,-0.800,-0.244,0.0030,0.1042,-0.093
[INFO] [1783232111.359117168] [delta_arm_manager]: RETRACT_CSV,0.0149,1.7011,1.6907,0.0104,-1.200,-0.054,1.7011,1.7129,-0.0118,-1.200,0.016,1.7011,1.7122,-0.0111,-1.200,0.244,0.0060,0.1029,-0.085
[INFO] [1783232111.364122848] [delta_arm_manager]: RETRACT_CSV,0.0199,1.6931,1.6907,0.0024,-1.600,-0.054,1.6931,1.7129,-0.0198,-1.600,0.016,1.6931,1.7122,-0.0191,-1.600,0.244,0.0100,0.1029,-0.085
[INFO] [1783232111.369057393] [delta_arm_manager]: RETRACT_CSV,0.0248,1.6831,1.6907,-0.0076,-2.000,-0.054,1.6831,1.7129,-0.0298,-2.000,0.016,1.6831,1.7122,-0.0291,-2.000,0.244,0.0150,0.1029,-0.085
[INFO] [1783232111.374003528] [delta_arm_manager]: RETRACT_CSV,0.0298,1.6711,1.6908,-0.0197,-2.400,-0.016,1.6711,1.7138,-0.0427,-2.400,0.000,1.6711,1.7127,-0.0415,-2.400,0.058,0.0210,0.1006,-0.143
[INFO] [1783232111.379024529] [delta_arm_manager]: RETRACT_CSV,0.0348,1.6571,1.6908,-0.0337,-2.800,-0.016,1.6571,1.7138,-0.0567,-2.800,0.000,1.6571,1.7127,-0.0555,-2.800,0.058,0.0280,0.1006,-0.143
[INFO] [1783232111.383989588] [delta_arm_manager]: RETRACT_CSV,0.0397,1.6411,1.6908,-0.0497,-3.200,-0.016,1.6411,1.7138,-0.0727,-3.200,0.000,1.6411,1.7127,-0.0715,-3.200,0.058,0.0360,0.1006,-0.143
[INFO] [1783232111.389113428] [delta_arm_manager]: RETRACT_CSV,0.0449,1.6231,1.6908,-0.0677,-3.600,-0.016,1.6231,1.7138,-0.0907,-3.600,0.000,1.6231,1.7127,-0.0895,-3.600,0.058,0.0450,0.1006,-0.143
[INFO] [1783232111.394117864] [delta_arm_manager]: RETRACT_CSV,0.0499,1.6031,1.6628,-0.0597,-4.000,-1.031,1.6031,1.6834,-0.0803,-4.000,-1.249,1.6031,1.6836,-0.0805,-4.000,-1.311,0.0550,0.1112,0.469
[INFO] [1783232111.399119021] [delta_arm_manager]: RETRACT_CSV,0.0549,1.5811,1.6628,-0.0817,-4.400,-1.031,1.5811,1.6834,-0.1023,-4.400,-1.249,1.5811,1.6836,-0.1025,-4.400,-1.311,0.0660,0.1112,0.469
[INFO] [1783232111.404056466] [delta_arm_manager]: RETRACT_CSV,0.0598,1.5571,1.6628,-0.1057,-4.800,-1.031,1.5571,1.6834,-0.1263,-4.800,-1.249,1.5571,1.6836,-0.1265,-4.800,-1.311,0.0780,0.1112,0.469
[INFO] [1783232111.409117810] [delta_arm_manager]: RETRACT_CSV,0.0649,1.5311,1.6298,-0.0987,-5.200,-2.144,1.5311,1.6471,-0.1160,-5.200,-1.993,1.5311,1.6472,-0.1161,-5.200,-2.129,0.0910,0.1291,0.682
[INFO] [1783232111.414207267] [delta_arm_manager]: RETRACT_CSV,0.0700,1.5031,1.6298,-0.1267,-5.600,-2.144,1.5031,1.6471,-0.1440,-5.600,-1.993,1.5031,1.6472,-0.1441,-5.600,-2.129,0.1050,0.1291,0.682
[INFO] [1783232111.419195727] [delta_arm_manager]: RETRACT_CSV,0.0749,1.4731,1.6298,-0.1567,-6.000,-2.144,1.4731,1.6471,-0.1740,-6.000,-1.993,1.4731,1.6472,-0.1741,-6.000,-2.129,0.1200,0.1291,0.682
[INFO] [1783232111.424108651] [delta_arm_manager]: RETRACT_CSV,0.0799,1.4411,1.5787,-0.1375,-6.400,-3.156,1.4411,1.5934,-0.1523,-6.400,-3.005,1.4411,1.5932,-0.1521,-6.400,-3.094,0.1360,0.1551,1.504
[INFO] [1783232111.429121776] [delta_arm_manager]: RETRACT_CSV,0.0849,1.4071,1.5787,-0.1715,-6.800,-3.156,1.4071,1.5934,-0.1863,-6.800,-3.005,1.4071,1.5932,-0.1861,-6.800,-3.094,0.1530,0.1551,1.504
[INFO] [1783232111.434064021] [delta_arm_manager]: RETRACT_CSV,0.0898,1.3711,1.5787,-0.2075,-7.200,-3.156,1.3711,1.5934,-0.2223,-7.200,-3.005,1.3711,1.5932,-0.2221,-7.200,-3.094,0.1710,0.1551,1.504
[INFO] [1783232111.439112829] [delta_arm_manager]: RETRACT_CSV,0.0949,1.3331,1.5088,-0.1757,-7.600,-4.141,1.3331,1.5215,-0.1884,-7.600,-4.292,1.3331,1.5211,-0.1880,-7.600,-4.401,0.1900,0.1894,2.024
[INFO] [1783232111.444075654] [delta_arm_manager]: RETRACT_CSV,0.0998,1.2931,1.5088,-0.2157,-8.000,-4.141,1.2931,1.5215,-0.2284,-8.000,-4.292,1.2931,1.5211,-0.2280,-8.000,-4.401,0.2100,0.1894,2.024
[INFO] [1783232111.448996683] [delta_arm_manager]: RETRACT_CSV,0.1047,1.2511,1.5088,-0.2577,-8.400,-4.141,1.2511,1.5215,-0.2704,-8.400,-4.292,1.2511,1.5211,-0.2700,-8.400,-4.401,0.2310,0.1894,2.024
[INFO] [1783232111.454060070] [delta_arm_manager]: RETRACT_CSV,0.1098,1.2071,1.4214,-0.2143,-8.800,-5.424,1.2071,1.4322,-0.2250,-8.800,-5.362,1.2071,1.4314,-0.2243,-8.800,-5.510,0.2530,0.2315,2.528
[INFO] [1783232111.459002400] [delta_arm_manager]: RETRACT_CSV,0.1148,1.1611,1.4214,-0.2603,-9.200,-5.424,1.1611,1.4322,-0.2710,-9.200,-5.362,1.1611,1.4314,-0.2703,-9.200,-5.510,0.2760,0.2315,2.528
[INFO] [1783232111.464069352] [delta_arm_manager]: RETRACT_CSV,0.1198,1.1131,1.4214,-0.3083,-9.600,-5.424,1.1131,1.4322,-0.3190,-9.600,-5.362,1.1131,1.4314,-0.3183,-9.600,-5.510,0.3000,0.2315,2.528
[INFO] [1783232111.468990734] [delta_arm_manager]: RETRACT_CSV,0.1247,1.0631,1.4214,-0.3583,-10.000,-5.424,1.0631,1.4322,-0.3690,-10.000,-5.362,1.0631,1.4314,-0.3683,-10.000,-5.510,0.3250,0.2315,2.528
[INFO] [1783232111.474118247] [delta_arm_manager]: RETRACT_CSV,0.1299,1.0111,1.3053,-0.2942,-10.400,-6.925,1.0111,1.3140,-0.3029,-10.400,-6.851,1.0111,1.3138,-0.3026,-10.400,-6.940,0.3510,0.2882,3.447
[INFO] [1783232111.479168208] [delta_arm_manager]: RETRACT_CSV,0.1349,0.9571,1.3053,-0.3482,-10.800,-6.925,0.9571,1.3140,-0.3569,-10.800,-6.851,0.9571,1.3138,-0.3566,-10.800,-6.940,0.3780,0.2882,3.447
[INFO] [1783232111.484119550] [delta_arm_manager]: RETRACT_CSV,0.1399,0.9011,1.3053,-0.4042,-11.200,-6.925,0.9011,1.3140,-0.4129,-11.200,-6.851,0.9011,1.3138,-0.4126,-11.200,-6.940,0.4060,0.2882,3.447
[INFO] [1783232111.489084599] [delta_arm_manager]: RETRACT_CSV,0.1448,0.8431,1.1693,-0.3261,-11.600,-8.394,0.8431,1.1775,-0.3344,-11.600,-8.488,0.8431,1.1761,-0.3330,-11.600,-8.030,0.4350,0.3531,3.839
[INFO] [1783232111.494065265] [delta_arm_manager]: RETRACT_CSV,0.1498,0.7831,1.1693,-0.3861,-12.000,-8.394,0.7831,1.1775,-0.3944,-12.000,-8.488,0.7831,1.1761,-0.3930,-12.000,-8.030,0.4650,0.3531,3.839
[INFO] [1783232111.499048640] [delta_arm_manager]: RETRACT_CSV,0.1548,0.7231,1.1693,-0.4461,-12.000,-8.394,0.7231,1.1775,-0.4544,-12.000,-8.488,0.7231,1.1761,-0.4530,-12.000,-8.030,0.4950,0.3531,3.839
[INFO] [1783232111.504044709] [delta_arm_manager]: RETRACT_CSV,0.1598,0.6631,1.0164,-0.3533,-12.000,-9.205,0.6631,1.0248,-0.3617,-12.000,-9.011,0.6631,1.0204,-0.3573,-12.000,-9.224,0.5250,0.4270,4.230
[INFO] [1783232111.509126607] [delta_arm_manager]: RETRACT_CSV,0.1649,0.6031,1.0164,-0.4133,-12.000,-9.205,0.6031,1.0248,-0.4217,-12.000,-9.011,0.6031,1.0204,-0.4173,-12.000,-9.224,0.5550,0.4270,4.230
[INFO] [1783232111.514049310] [delta_arm_manager]: RETRACT_CSV,0.1698,0.5431,1.0164,-0.4733,-12.000,-9.205,0.5431,1.0248,-0.4817,-12.000,-9.011,0.5431,1.0204,-0.4773,-12.000,-9.224,0.5850,0.4270,4.230
[INFO] [1783232111.519090404] [delta_arm_manager]: RETRACT_CSV,0.1748,0.4831,0.8421,-0.3590,-12.000,-10.418,0.4831,0.8531,-0.3700,-12.000,-10.349,0.4831,0.8459,-0.3628,-12.000,-10.663,0.6150,0.5096,5.017
[INFO] [1783232111.524127397] [delta_arm_manager]: RETRACT_CSV,0.1799,0.4231,0.8421,-0.4190,-12.000,-10.418,0.4231,0.8531,-0.4300,-12.000,-10.349,0.4231,0.8459,-0.4228,-12.000,-10.663,0.6450,0.5096,5.017
[INFO] [1783232111.529100819] [delta_arm_manager]: RETRACT_CSV,0.1849,0.3651,0.8421,-0.4770,-11.600,-10.418,0.3651,0.8531,-0.4880,-11.600,-10.349,0.3651,0.8459,-0.4808,-11.600,-10.663,0.6750,0.5096,5.017
[INFO] [1783232111.534086209] [delta_arm_manager]: RETRACT_CSV,0.1898,0.3091,0.6509,-0.3418,-11.200,-11.132,0.3091,0.6631,-0.3539,-11.200,-11.403,0.3091,0.6543,-0.3451,-11.200,-11.663,0.7050,0.6024,5.560
[INFO] [1783232111.539112624] [delta_arm_manager]: RETRACT_CSV,0.1949,0.2551,0.6509,-0.3958,-10.800,-11.132,0.2551,0.6631,-0.4079,-10.800,-11.403,0.2551,0.6543,-0.3991,-10.800,-11.663,0.7350,0.6024,5.560
[INFO] [1783232111.544100861] [delta_arm_manager]: RETRACT_CSV,0.1999,0.2031,0.6509,-0.4478,-10.400,-11.132,0.2031,0.6631,-0.4599,-10.400,-11.403,0.2031,0.6543,-0.4511,-10.400,-11.663,0.7650,0.6024,5.560
[INFO] [1783232111.549141250] [delta_arm_manager]: RETRACT_CSV,0.2049,0.1531,0.6509,-0.4978,-10.000,-11.132,0.1531,0.6631,-0.5099,-10.000,-11.403,0.1531,0.6543,-0.5011,-10.000,-11.663,0.7950,0.6024,5.560
[INFO] [1783232111.554102239] [delta_arm_manager]: RETRACT_CSV,0.2099,0.1051,0.4498,-0.3446,-9.600,-11.954,0.1051,0.4626,-0.3574,-9.600,-12.132,0.1051,0.4546,-0.3495,-9.600,-11.725,0.8250,0.6978,5.707
[INFO] [1783232111.559136315] [delta_arm_manager]: RETRACT_CSV,0.2149,0.0591,0.4498,-0.3906,-9.200,-11.954,0.0591,0.4626,-0.4034,-9.200,-12.132,0.0591,0.4546,-0.3955,-9.200,-11.725,0.8550,0.6978,5.707
[INFO] [1783232111.564111640] [delta_arm_manager]: RETRACT_CSV,0.2199,0.0151,0.4498,-0.4346,-8.800,-11.954,0.0151,0.4626,-0.4474,-8.800,-12.132,0.0151,0.4546,-0.4395,-8.800,-11.725,0.8850,0.6978,5.707
[INFO] [1783232111.569097164] [delta_arm_manager]: RETRACT_CSV,0.2248,0.0000,0.2555,-0.2555,0.000,-11.252,0.0000,0.2647,-0.2647,0.000,-11.578,0.0000,0.2621,-0.2621,0.000,-10.977,0.9150,0.7917,5.502
[INFO] [1783232111.574101009] [delta_arm_manager]: RETRACT_CSV,0.2299,0.0000,0.2555,-0.2555,0.000,-11.252,0.0000,0.2647,-0.2647,0.000,-11.578,0.0000,0.2621,-0.2621,0.000,-10.977,0.9450,0.7917,5.502
[INFO] [1783232111.579137955] [delta_arm_manager]: RETRACT_CSV,0.2349,0.0000,0.2555,-0.2555,0.000,-11.252,0.0000,0.2647,-0.2647,0.000,-11.578,0.0000,0.2621,-0.2621,0.000,-10.977,0.9750,0.7917,5.502
[INFO] [1783232111.584164274] [delta_arm_manager]: RETRACT_CSV,0.2399,0.0000,0.0852,-0.0852,0.000,-9.965,0.0000,0.0882,-0.0882,0.000,-10.333,0.0000,0.0931,-0.0931,0.000,-10.240,1.0050,0.8856,5.797
[INFO] [1783232111.589125305] [delta_arm_manager]: RETRACT_CSV,0.2449,0.0000,0.0852,-0.0852,0.000,-9.965,0.0000,0.0882,-0.0882,0.000,-10.333,0.0000,0.0931,-0.0931,0.000,-10.240,1.0350,0.8856,5.797
[INFO] [1783232111.594047984] [delta_arm_manager]: RETRACT_CSV,0.2498,0.0000,0.0852,-0.0852,0.000,-9.965,0.0000,0.0882,-0.0882,0.000,-10.333,0.0000,0.0931,-0.0931,0.000,-10.240,1.0650,0.8856,5.797
[INFO] [1783232111.599031861] [delta_arm_manager]: RETRACT_CSV,0.2548,0.0000,-0.0216,0.0216,0.000,0.081,0.0000,-0.0512,0.0512,0.000,-5.618,0.0000,-0.0363,0.0363,0.000,-2.695,1.0950,0.9796,5.649
[INFO] [1783232111.604038828] [delta_arm_manager]: RETRACT_CSV,0.2598,0.0000,-0.0216,0.0216,0.000,0.081,0.0000,-0.0512,0.0512,0.000,-5.618,0.0000,-0.0363,0.0363,0.000,-2.695,1.1250,0.9796,5.649
[INFO] [1783232111.609031607] [delta_arm_manager]: RETRACT_CSV,0.2648,0.0000,-0.0216,0.0216,0.000,0.081,0.0000,-0.0512,0.0512,0.000,-5.618,0.0000,-0.0363,0.0363,0.000,-2.695,1.1550,0.9796,5.649
[INFO] [1783232111.614025803] [delta_arm_manager]: RETRACT_CSV,0.2698,0.0000,-0.0081,0.0081,0.000,0.535,0.0000,-0.0419,0.0419,0.000,0.830,0.0000,-0.0193,0.0193,0.000,0.376,1.1850,1.0713,5.711
[INFO] [1783232111.614079818] [delta_arm_manager]: 快速收拍 → 俯仰下压：已回零=是 耗时=0.270 s
[INFO] [1783232111.713992699] [delta_arm_manager]: 俯仰下压 → 等待击球：俯仰到位=是 耗时=0.100 s 击球延迟=0.350 s 模型时间=0.560 s
[INFO] [1783232111.724027153] [delta_arm_manager]: 已触发 /serve/trigger，等待 0.050 s 后恢复就绪
[INFO] [1783232111.783977169] [delta_arm_manager]: 发布 /delta_arm/ready: READY
^C[INFO] [1783232178.973164375] [rclcpp]: signal_handler(SIGINT/SIGTERM)
